time,device,value
2011-11-28 02:27:59.000,Bedroom Bed Pressure,True
2011-11-28 10:18:11.000,Bedroom Bed Pressure,False
2011-11-28 10:21:24.000,Bathroom Cabinet Magnetic,True
2011-11-28 10:21:31.000,Bathroom Cabinet Magnetic,False
2011-11-28 10:21:44.000,Bathroom Basin PIR,True
2011-11-28 10:23:02.000,Bathroom Toilet Flush,True
2011-11-28 10:23:31.000,Bathroom Basin PIR,False
2011-11-28 10:23:36.000,Bathroom Toilet Flush,False
2011-11-28 10:25:44.000,Bathroom Shower PIR,True
2011-11-28 10:32:06.000,Bathroom Shower PIR,False
2011-11-28 10:34:23.000,Kitchen Fridge Magnetic,True
2011-11-28 10:34:41.000,Kitchen Fridge Magnetic,False
2011-11-28 10:34:44.000,Kitchen Cupboard Magnetic,True
2011-11-28 10:37:17.000,Kitchen Cupboard Magnetic,False
2011-11-28 10:38:00.000,Kitchen Toaster Electric,True
2011-11-28 10:38:33.000,Kitchen Fridge Magnetic,True
2011-11-28 10:38:40.000,Kitchen Fridge Magnetic,False
2011-11-28 10:41:29.000,Kitchen Cupboard Magnetic,True
2011-11-28 10:41:36.000,Kitchen Cupboard Magnetic,False
2011-11-28 10:41:43.000,Kitchen Cooktop PIR,True
2011-11-28 10:41:59.000,Kitchen Microwave Electric,True
2011-11-28 10:41:59.010,Kitchen Cooktop PIR,False
2011-11-28 10:42:41.000,Kitchen Toaster Electric,False
2011-11-28 10:42:55.000,Kitchen Microwave Electric,False
2011-11-28 10:49:48.000,Bathroom Basin PIR,True
2011-11-28 10:51:13.000,Bathroom Basin PIR,False
2011-11-28 10:51:41.000,Living Seat Pressure,True
2011-11-28 13:05:07.000,Living Seat Pressure,False
2011-11-28 13:06:04.000,Bathroom Basin PIR,True
2011-11-28 13:06:06.000,Bathroom Basin PIR,False
2011-11-28 13:06:07.000,Bathroom Toilet Flush,True
2011-11-28 13:06:31.000,Bathroom Toilet Flush,False
2011-11-28 13:09:31.000,Entrance Maindoor Magnetic,True
2011-11-28 13:09:35.000,Entrance Maindoor Magnetic,False
2011-11-28 13:28:59.000,Entrance Maindoor Magnetic,True
2011-11-28 13:29:09.000,Entrance Maindoor Magnetic,False
2011-11-28 13:33:32.000,Kitchen Fridge Magnetic,True
2011-11-28 13:38:23.000,Kitchen Fridge Magnetic,False
2011-11-28 13:38:40.000,Living Seat Pressure,True
2011-11-28 14:21:40.000,Living Seat Pressure,False
2011-11-28 14:26:38.000,Bathroom Toilet Flush,True
2011-11-28 14:27:07.000,Bathroom Toilet Flush,False
2011-11-28 14:27:11.000,Kitchen Fridge Magnetic,True
2011-11-28 14:28:46.000,Kitchen Fridge Magnetic,False
2011-11-28 14:28:48.000,Kitchen Cupboard Magnetic,True
2011-11-28 14:28:55.000,Kitchen Cupboard Magnetic,False
2011-11-28 14:31:06.000,Kitchen Cooktop PIR,True
2011-11-28 14:31:44.000,Kitchen Cupboard Magnetic,True
2011-11-28 14:31:56.000,Kitchen Cupboard Magnetic,False
2011-11-28 14:35:22.000,Kitchen Fridge Magnetic,True
2011-11-28 14:35:27.000,Kitchen Fridge Magnetic,False
2011-11-28 14:41:54.000,Kitchen Cooktop PIR,False
2011-11-28 15:04:59.000,Bathroom Basin PIR,True
2011-11-28 15:06:29.000,Bathroom Basin PIR,False
2011-11-28 15:07:01.000,Living Seat Pressure,True
2011-11-28 16:09:57.000,Living Seat Pressure,False
2011-11-28 16:10:38.000,Living Seat Pressure,True
2011-11-28 20:19:27.000,Living Seat Pressure,False
2011-11-28 20:20:55.000,Kitchen Fridge Magnetic,True
2011-11-28 20:20:59.000,Kitchen Fridge Magnetic,False
2011-11-28 20:21:15.000,Living Seat Pressure,True
2011-11-29 02:06:51.000,Living Seat Pressure,False
2011-11-29 02:16:05.000,Bedroom Bed Pressure,True
2011-11-29 11:31:04.000,Bedroom Bed Pressure,False
2011-11-29 11:37:16.000,Bathroom Toilet Flush,True
2011-11-29 11:37:27.000,Bathroom Toilet Flush,False
2011-11-29 11:37:38.000,Bathroom Basin PIR,True
2011-11-29 11:38:16.000,Bathroom Cabinet Magnetic,True
2011-11-29 11:38:37.000,Bathroom Cabinet Magnetic,False
2011-11-29 11:48:29.000,Bathroom Basin PIR,False
2011-11-29 11:48:52.000,Bathroom Cabinet Magnetic,True
2011-11-29 11:48:54.000,Bathroom Cabinet Magnetic,False
2011-11-29 11:49:57.000,Bathroom Shower PIR,True
2011-11-29 11:51:13.000,Bathroom Shower PIR,False
2011-11-29 12:08:28.000,Kitchen Cupboard Magnetic,True
2011-11-29 12:09:09.000,Kitchen Toaster Electric,True
2011-11-29 12:09:21.000,Kitchen Cupboard Magnetic,False
2011-11-29 12:09:24.000,Kitchen Fridge Magnetic,True
2011-11-29 12:09:37.000,Kitchen Fridge Magnetic,False
2011-11-29 12:09:42.000,Kitchen Microwave Electric,True
2011-11-29 12:10:37.000,Kitchen Microwave Electric,False
2011-11-29 12:13:02.000,Kitchen Toaster Electric,False
2011-11-29 12:19:16.000,Bathroom Cabinet Magnetic,True
2011-11-29 12:19:19.000,Bathroom Cabinet Magnetic,False
2011-11-29 12:19:24.000,Bathroom Basin PIR,True
2011-11-29 12:21:11.000,Bathroom Basin PIR,False
2011-11-29 12:21:56.000,Bathroom Toilet Flush,True
2011-11-29 12:21:58.000,Bathroom Toilet Flush,False
2011-11-29 12:22:38.000,Living Seat Pressure,True
2011-11-29 13:25:15.000,Living Seat Pressure,False
2011-11-29 13:25:29.000,Kitchen Fridge Magnetic,True
2011-11-29 13:25:32.000,Kitchen Fridge Magnetic,False
2011-11-29 13:25:38.000,Living Seat Pressure,True
2011-11-29 15:12:26.000,Living Seat Pressure,False
2011-11-29 15:13:28.000,Bathroom Toilet Flush,True
2011-11-29 15:13:32.000,Bathroom Basin PIR,True
2011-11-29 15:13:34.000,Bathroom Basin PIR,False
2011-11-29 15:13:57.000,Bathroom Toilet Flush,False
2011-11-29 15:14:33.000,Kitchen Cupboard Magnetic,True
2011-11-29 15:15:09.000,Kitchen Cupboard Magnetic,False
2011-11-29 15:15:14.000,Kitchen Cooktop PIR,True
2011-11-29 15:15:17.000,Kitchen Microwave Electric,True
2011-11-29 15:15:27.000,Kitchen Cupboard Magnetic,True
2011-11-29 15:16:39.000,Kitchen Cupboard Magnetic,False
2011-11-29 15:22:57.000,Kitchen Microwave Electric,False
2011-11-29 15:24:13.000,Kitchen Fridge Magnetic,True
2011-11-29 15:24:39.000,Kitchen Cupboard Magnetic,True
2011-11-29 15:24:41.000,Kitchen Fridge Magnetic,False
2011-11-29 15:24:45.000,Kitchen Cupboard Magnetic,False
2011-11-29 15:36:26.000,Kitchen Cooktop PIR,False
2011-11-29 15:45:49.000,Kitchen Fridge Magnetic,True
2011-11-29 15:45:54.000,Kitchen Fridge Magnetic,False
2011-11-29 15:49:51.000,Bathroom Basin PIR,True
2011-11-29 15:50:54.000,Bathroom Basin PIR,False
2011-11-29 15:52:04.000,Living Seat Pressure,True
2011-11-29 16:17:58.000,Living Seat Pressure,False
2011-11-29 16:31:16.000,Bathroom Toilet Flush,True
2011-11-29 16:31:27.000,Bathroom Toilet Flush,False
2011-11-29 16:32:20.000,Kitchen Cupboard Magnetic,True
2011-11-29 16:32:23.000,Kitchen Cupboard Magnetic,False
2011-11-29 16:34:17.000,Living Seat Pressure,True
2011-11-29 17:08:07.000,Living Seat Pressure,False
2011-11-29 17:08:58.000,Bathroom Basin PIR,True
2011-11-29 17:09:00.000,Bathroom Basin PIR,False
2011-11-29 17:09:04.000,Bathroom Toilet Flush,True
2011-11-29 17:09:09.000,Living Seat Pressure,True
2011-11-29 17:09:29.000,Bathroom Toilet Flush,False
2011-11-29 18:57:22.000,Living Seat Pressure,False
2011-11-29 19:02:15.000,Entrance Maindoor Magnetic,True
2011-11-29 19:02:21.000,Entrance Maindoor Magnetic,False
2011-11-29 20:23:32.000,Entrance Maindoor Magnetic,True
2011-11-29 20:23:38.000,Entrance Maindoor Magnetic,False
2011-11-29 20:28:08.000,Living Seat Pressure,True
2011-11-30 01:19:47.000,Living Seat Pressure,False
2011-11-30 01:22:33.000,Bedroom Bed Pressure,True
2011-11-30 10:07:31.000,Bedroom Bed Pressure,False
2011-11-30 10:14:07.000,Bathroom Toilet Flush,True
2011-11-30 10:14:34.000,Bathroom Toilet Flush,False
2011-11-30 10:14:45.000,Bathroom Shower PIR,True
2011-11-30 10:18:33.000,Bathroom Shower PIR,False
2011-11-30 10:23:02.000,Kitchen Cupboard Magnetic,True
2011-11-30 10:23:17.000,Kitchen Cupboard Magnetic,False
2011-11-30 10:23:21.000,Kitchen Fridge Magnetic,True
2011-11-30 10:23:36.000,Kitchen Fridge Magnetic,False
2011-11-30 10:23:46.000,Kitchen Microwave Electric,True
2011-11-30 10:24:10.000,Kitchen Toaster Electric,True
2011-11-30 10:27:58.000,Kitchen Toaster Electric,False
2011-11-30 10:28:38.000,Kitchen Microwave Electric,False
2011-11-30 10:39:30.000,Bathroom Basin PIR,True
2011-11-30 10:39:42.000,Bathroom Cabinet Magnetic,True
2011-11-30 10:39:45.000,Bathroom Cabinet Magnetic,False
2011-11-30 10:41:13.000,Bathroom Basin PIR,False
2011-11-30 10:41:38.000,Living Seat Pressure,True
2011-11-30 13:05:01.000,Living Seat Pressure,False
2011-11-30 13:05:27.000,Kitchen Fridge Magnetic,True
2011-11-30 13:05:31.000,Kitchen Fridge Magnetic,False
2011-11-30 13:05:38.000,Living Seat Pressure,True
2011-11-30 14:09:34.000,Living Seat Pressure,False
2011-11-30 14:11:16.000,Bathroom Toilet Flush,True
2011-11-30 14:11:22.000,Bathroom Basin PIR,True
2011-11-30 14:11:24.000,Bathroom Basin PIR,False
2011-11-30 14:11:48.000,Bathroom Toilet Flush,False
2011-11-30 14:13:45.000,Living Seat Pressure,True
2011-11-30 14:34:09.000,Living Seat Pressure,False
2011-11-30 14:39:42.000,Kitchen Cooktop PIR,True
2011-11-30 14:40:14.000,Kitchen Cupboard Magnetic,True
2011-11-30 14:40:24.000,Kitchen Cupboard Magnetic,False
2011-11-30 14:41:57.000,Kitchen Fridge Magnetic,True
2011-11-30 14:42:12.000,Kitchen Fridge Magnetic,False
2011-11-30 14:46:46.000,Kitchen Fridge Magnetic,True
2011-11-30 14:46:50.000,Kitchen Fridge Magnetic,False
2011-11-30 14:50:19.000,Kitchen Fridge Magnetic,True
2011-11-30 14:50:33.000,Kitchen Fridge Magnetic,False
2011-11-30 14:55:24.000,Kitchen Cooktop PIR,False
2011-11-30 15:11:48.000,Living Seat Pressure,True
2011-11-30 16:39:11.000,Living Seat Pressure,False
2011-11-30 16:40:00.000,Bathroom Toilet Flush,True
2011-11-30 16:40:04.000,Bathroom Basin PIR,True
2011-11-30 16:40:09.000,Bathroom Basin PIR,False
2011-11-30 16:40:24.000,Bathroom Toilet Flush,False
2011-11-30 16:41:05.000,Kitchen Fridge Magnetic,True
2011-11-30 16:41:09.000,Kitchen Fridge Magnetic,False
2011-11-30 16:41:15.000,Living Seat Pressure,True
2011-11-30 18:00:38.000,Living Seat Pressure,False
2011-11-30 18:01:44.000,Bathroom Basin PIR,True
2011-11-30 18:01:46.000,Bathroom Toilet Flush,True
2011-11-30 18:01:47.000,Bathroom Basin PIR,False
2011-11-30 18:01:54.000,Living Seat Pressure,True
2011-11-30 18:02:11.000,Bathroom Toilet Flush,False
2011-11-30 18:43:20.000,Living Seat Pressure,False
2011-11-30 18:57:08.000,Bathroom Toilet Flush,True
2011-11-30 18:57:34.000,Bathroom Toilet Flush,False
2011-11-30 18:57:39.000,Living Seat Pressure,True
2011-11-30 19:37:10.000,Living Seat Pressure,False
2011-11-30 19:37:36.000,Bathroom Toilet Flush,True
2011-11-30 19:37:40.000,Bathroom Basin PIR,True
2011-11-30 19:37:46.000,Bathroom Basin PIR,False
2011-11-30 19:38:01.000,Bathroom Toilet Flush,False
2011-11-30 19:46:44.000,Entrance Maindoor Magnetic,True
2011-11-30 19:46:49.000,Entrance Maindoor Magnetic,False
2011-11-30 20:05:07.000,Entrance Maindoor Magnetic,True
2011-11-30 20:05:12.000,Entrance Maindoor Magnetic,False
2011-11-30 20:08:39.000,Living Seat Pressure,True
2011-11-30 20:08:44.000,Living Seat Pressure,False
2011-11-30 20:09:07.000,Kitchen Fridge Magnetic,True
2011-11-30 20:13:18.000,Kitchen Fridge Magnetic,False
2011-11-30 20:13:39.000,Bathroom Basin PIR,True
2011-11-30 20:13:48.000,Bathroom Basin PIR,False
2011-11-30 20:14:03.000,Living Seat Pressure,True
2011-12-01 01:34:27.000,Living Seat Pressure,False
2011-12-01 01:37:52.000,Bedroom Bed Pressure,True
2011-12-01 10:50:45.000,Bedroom Bed Pressure,False
2011-12-01 10:55:03.000,Bathroom Toilet Flush,True
2011-12-01 10:55:08.000,Bathroom Cabinet Magnetic,True
2011-12-01 10:55:13.000,Bathroom Cabinet Magnetic,False
2011-12-01 10:55:16.000,Bathroom Basin PIR,True
2011-12-01 10:55:25.000,Bathroom Basin PIR,False
2011-12-01 10:55:32.000,Bathroom Toilet Flush,False
2011-12-01 10:58:37.000,Bathroom Shower PIR,True
2011-12-01 11:12:22.000,Bathroom Shower PIR,False
2011-12-01 11:17:05.000,Kitchen Toaster Electric,True
2011-12-01 11:17:14.000,Kitchen Cupboard Magnetic,True
2011-12-01 11:17:26.000,Kitchen Cupboard Magnetic,False
2011-12-01 11:17:29.000,Kitchen Fridge Magnetic,True
2011-12-01 11:17:43.000,Kitchen Fridge Magnetic,False
2011-12-01 11:17:49.000,Kitchen Microwave Electric,True
2011-12-01 11:19:43.000,Kitchen Microwave Electric,False
2011-12-01 11:19:49.000,Kitchen Toaster Electric,False
2011-12-01 11:30:06.000,Living Seat Pressure,True
2011-12-01 14:08:19.000,Bathroom Basin PIR,True
2011-12-01 14:08:22.000,Bathroom Basin PIR,False
2011-12-01 14:29:02.000,Living Seat Pressure,False
2011-12-01 14:29:37.000,Kitchen Cooktop PIR,True
2011-12-01 14:29:48.000,Kitchen Microwave Electric,True
2011-12-01 14:36:38.000,Kitchen Microwave Electric,False
2011-12-01 14:38:25.000,Kitchen Fridge Magnetic,True
2011-12-01 14:38:54.000,Kitchen Fridge Magnetic,False
2011-12-01 14:49:15.000,Kitchen Fridge Magnetic,True
2011-12-01 14:49:19.000,Kitchen Fridge Magnetic,False
2011-12-01 14:52:02.000,Kitchen Cooktop PIR,False
2011-12-01 15:09:00.000,Living Seat Pressure,True
2011-12-01 16:26:17.000,Living Seat Pressure,False
2011-12-01 16:26:35.000,Bathroom Toilet Flush,True
2011-12-01 16:26:36.000,Bathroom Basin PIR,True
2011-12-01 16:27:00.000,Bathroom Basin PIR,False
2011-12-01 16:27:04.000,Bathroom Toilet Flush,False
2011-12-01 17:17:23.000,Bathroom Basin PIR,True
2011-12-01 17:27:13.000,Bathroom Basin PIR,False
2011-12-01 17:29:29.000,Entrance Maindoor Magnetic,True
2011-12-01 17:29:58.000,Entrance Maindoor Magnetic,False
2011-12-01 18:49:46.000,Entrance Maindoor Magnetic,True
2011-12-01 18:49:51.000,Entrance Maindoor Magnetic,False
2011-12-01 18:54:52.000,Kitchen Fridge Magnetic,True
2011-12-01 18:54:56.000,Kitchen Fridge Magnetic,False
2011-12-01 18:55:03.000,Living Seat Pressure,True
2011-12-01 19:10:34.000,Living Seat Pressure,False
2011-12-01 19:28:51.000,Bathroom Toilet Flush,True
2011-12-01 19:29:13.000,Living Seat Pressure,True
2011-12-01 19:29:17.000,Bathroom Toilet Flush,False
2011-12-01 23:52:52.000,Living Seat Pressure,False
2011-12-01 23:53:00.000,Bathroom Basin PIR,True
2011-12-01 23:53:28.000,Bathroom Basin PIR,False
2011-12-01 23:54:32.000,Living Seat Pressure,True
2011-12-02 01:18:32.000,Living Seat Pressure,False
2011-12-02 01:18:44.000,Bathroom Basin PIR,True
2011-12-02 01:18:57.000,Bathroom Basin PIR,False
2011-12-02 01:19:09.000,Living Seat Pressure,True
2011-12-02 02:08:17.000,Living Seat Pressure,False
2011-12-02 02:09:33.000,Bathroom Basin PIR,True
2011-12-02 02:13:56.000,Bathroom Basin PIR,False
2011-12-02 02:15:55.000,Bedroom Bed Pressure,True
2011-12-02 12:15:19.000,Bedroom Bed Pressure,False
2011-12-02 12:20:40.000,Bathroom Toilet Flush,True
2011-12-02 12:20:41.000,Bathroom Basin PIR,True
2011-12-02 12:20:46.000,Bathroom Basin PIR,False
2011-12-02 12:21:02.000,Bathroom Cabinet Magnetic,True
2011-12-02 12:21:06.000,Bathroom Cabinet Magnetic,False
2011-12-02 12:21:09.000,Bathroom Toilet Flush,False
2011-12-02 12:21:19.000,Bathroom Shower PIR,True
2011-12-02 12:25:40.000,Bathroom Shower PIR,False
2011-12-02 12:27:47.000,Kitchen Cupboard Magnetic,True
2011-12-02 12:28:03.000,Kitchen Cupboard Magnetic,False
2011-12-02 12:28:45.000,Kitchen Fridge Magnetic,True
2011-12-02 12:29:02.000,Kitchen Fridge Magnetic,False
2011-12-02 12:29:08.000,Kitchen Toaster Electric,True
2011-12-02 12:29:25.000,Kitchen Microwave Electric,True
2011-12-02 12:31:10.000,Kitchen Microwave Electric,False
2011-12-02 12:31:50.000,Kitchen Toaster Electric,False
2011-12-02 12:37:47.000,Living Seat Pressure,True
2011-12-02 14:46:29.000,Living Seat Pressure,False
2011-12-02 14:46:59.000,Kitchen Fridge Magnetic,True
2011-12-02 14:47:08.000,Kitchen Fridge Magnetic,False
2011-12-02 14:47:18.000,Kitchen Cooktop PIR,True
2011-12-02 14:47:22.000,Kitchen Microwave Electric,True
2011-12-02 14:50:19.000,Kitchen Microwave Electric,False
2011-12-02 14:56:44.000,Kitchen Fridge Magnetic,True
2011-12-02 14:56:49.000,Kitchen Fridge Magnetic,False
2011-12-02 14:59:11.000,Kitchen Fridge Magnetic,True
2011-12-02 14:59:15.000,Kitchen Fridge Magnetic,False
2011-12-02 15:05:06.000,Kitchen Cooktop PIR,False
2011-12-02 15:24:05.000,Living Seat Pressure,True
2011-12-02 15:55:12.000,Living Seat Pressure,False
2011-12-02 15:56:02.000,Bathroom Basin PIR,True
2011-12-02 15:57:55.000,Bathroom Basin PIR,False
2011-12-02 15:57:56.000,Living Seat Pressure,True
2011-12-02 16:36:05.000,Living Seat Pressure,False
2011-12-02 16:47:27.000,Bathroom Toilet Flush,True
2011-12-02 16:47:39.000,Living Seat Pressure,True
2011-12-02 16:47:55.000,Bathroom Toilet Flush,False
2011-12-02 19:39:08.000,Living Seat Pressure,False
2011-12-02 19:40:44.000,Kitchen Fridge Magnetic,True
2011-12-02 19:40:50.000,Kitchen Fridge Magnetic,False
2011-12-02 19:41:14.000,Living Seat Pressure,True
2011-12-02 21:26:09.000,Living Seat Pressure,False
2011-12-02 21:44:37.000,Bathroom Toilet Flush,True
2011-12-02 21:45:03.000,Bathroom Toilet Flush,False
2011-12-02 21:46:31.000,Living Seat Pressure,True
2011-12-03 01:41:08.000,Living Seat Pressure,False
2011-12-03 01:47:02.000,Bedroom Bed Pressure,True
2011-12-03 11:56:20.000,Bedroom Bed Pressure,False
2011-12-03 11:59:15.000,Bathroom Toilet Flush,True
2011-12-03 11:59:33.000,Bathroom Cabinet Magnetic,True
2011-12-03 11:59:36.000,Bathroom Cabinet Magnetic,False
2011-12-03 11:59:42.000,Bathroom Basin PIR,True
2011-12-03 11:59:45.000,Bathroom Toilet Flush,False
2011-12-03 12:01:34.000,Bathroom Basin PIR,False
2011-12-03 12:03:36.000,Bathroom Shower PIR,True
2011-12-03 12:06:26.000,Bathroom Shower PIR,False
2011-12-03 12:08:53.000,Bathroom Basin PIR,True
2011-12-03 12:08:55.000,Bathroom Basin PIR,False
2011-12-03 12:10:35.000,Kitchen Toaster Electric,True
2011-12-03 12:10:42.000,Kitchen Cupboard Magnetic,True
2011-12-03 12:10:51.000,Kitchen Cupboard Magnetic,False
2011-12-03 12:10:55.000,Kitchen Fridge Magnetic,True
2011-12-03 12:11:16.000,Kitchen Fridge Magnetic,False
2011-12-03 12:11:36.000,Kitchen Microwave Electric,True
2011-12-03 12:13:51.000,Kitchen Toaster Electric,False
2011-12-03 12:13:58.000,Kitchen Microwave Electric,False
2011-12-03 12:21:30.000,Living Seat Pressure,True
2011-12-03 13:28:36.000,Living Seat Pressure,False
2011-12-03 13:29:22.000,Bathroom Basin PIR,True
2011-12-03 13:29:32.000,Bathroom Basin PIR,False
2011-12-03 13:29:48.000,Living Seat Pressure,True
2011-12-03 14:01:20.000,Living Seat Pressure,False
2011-12-03 14:11:10.000,Bathroom Basin PIR,True
2011-12-03 14:14:43.000,Bathroom Basin PIR,False
2011-12-03 14:18:11.000,Entrance Maindoor Magnetic,True
2011-12-03 14:18:23.000,Entrance Maindoor Magnetic,False
2011-12-03 17:48:33.000,Entrance Maindoor Magnetic,True
2011-12-03 17:48:37.000,Entrance Maindoor Magnetic,False
2011-12-03 17:50:14.000,Living Seat Pressure,True
2011-12-03 20:37:41.000,Living Seat Pressure,False
2011-12-03 20:37:49.000,Entrance Maindoor Magnetic,True
2011-12-03 20:38:07.000,Entrance Maindoor Magnetic,False
2011-12-03 20:38:15.000,Living Seat Pressure,True
2011-12-03 23:53:24.000,Living Seat Pressure,False
2011-12-03 23:54:51.000,Bathroom Toilet Flush,True
2011-12-03 23:55:18.000,Living Seat Pressure,True
2011-12-03 23:55:21.000,Bathroom Toilet Flush,False
2011-12-04 03:16:13.000,Living Seat Pressure,False
2011-12-04 03:19:17.000,Bedroom Bed Pressure,True
2011-12-04 12:37:49.000,Bedroom Bed Pressure,False
2011-12-04 12:45:44.000,Bathroom Toilet Flush,True
2011-12-04 12:46:11.000,Bathroom Cabinet Magnetic,True
2011-12-04 12:46:15.000,Bathroom Cabinet Magnetic,False
2011-12-04 12:46:15.010,Bathroom Toilet Flush,False
2011-12-04 12:46:20.000,Bathroom Basin PIR,True
2011-12-04 12:47:28.000,Bathroom Basin PIR,False
2011-12-04 12:50:56.000,Bathroom Shower PIR,True
2011-12-04 12:54:55.000,Bathroom Shower PIR,False
2011-12-04 12:56:08.000,Kitchen Fridge Magnetic,True
2011-12-04 12:56:20.000,Kitchen Fridge Magnetic,False
2011-12-04 12:56:21.000,Kitchen Cupboard Magnetic,True
2011-12-04 12:56:33.000,Kitchen Cupboard Magnetic,False
2011-12-04 12:56:43.000,Kitchen Microwave Electric,True
2011-12-04 12:56:47.000,Kitchen Toaster Electric,True
2011-12-04 12:58:37.000,Kitchen Toaster Electric,False
2011-12-04 12:58:48.000,Kitchen Microwave Electric,False
2011-12-04 13:00:53.000,Living Seat Pressure,True
2011-12-04 13:58:10.000,Living Seat Pressure,False
2011-12-04 14:03:42.000,Bathroom Toilet Flush,True
2011-12-04 14:04:13.000,Bathroom Toilet Flush,False
2011-12-04 14:11:50.000,Entrance Maindoor Magnetic,True
2011-12-04 14:11:54.000,Entrance Maindoor Magnetic,False
2011-12-04 16:30:57.000,Entrance Maindoor Magnetic,True
2011-12-04 16:31:01.000,Entrance Maindoor Magnetic,False
2011-12-04 16:34:00.000,Living Seat Pressure,True
2011-12-04 17:25:39.000,Living Seat Pressure,False
2011-12-04 17:27:03.000,Kitchen Fridge Magnetic,True
2011-12-04 17:27:08.000,Kitchen Fridge Magnetic,False
2011-12-04 17:27:16.000,Living Seat Pressure,True
2011-12-04 17:43:56.000,Living Seat Pressure,False
2011-12-04 17:45:15.000,Bathroom Basin PIR,True
2011-12-04 17:45:19.000,Bathroom Basin PIR,False
2011-12-04 18:08:28.000,Living Seat Pressure,True
2011-12-04 18:57:52.000,Living Seat Pressure,False
2011-12-04 18:59:06.000,Bathroom Toilet Flush,True
2011-12-04 18:59:09.000,Bathroom Basin PIR,True
2011-12-04 18:59:12.000,Bathroom Basin PIR,False
2011-12-04 18:59:33.000,Bathroom Toilet Flush,False
2011-12-04 18:59:53.000,Kitchen Fridge Magnetic,True
2011-12-04 18:59:59.000,Kitchen Fridge Magnetic,False
2011-12-04 19:00:04.000,Living Seat Pressure,True
2011-12-04 22:20:59.000,Living Seat Pressure,False
2011-12-04 22:21:42.000,Bathroom Toilet Flush,True
2011-12-04 22:21:45.000,Bathroom Basin PIR,True
2011-12-04 22:21:57.000,Bathroom Basin PIR,False
